timestamp_utc,guild_id,guild_name,user_id,username,created_at_utc,joined_at_utc,account_age_days,has_avatar,suspicion_score,reasons,action_taken,label
2024-06-01T00:00:00,1234567890,Community Hub,335129414373,free_followers_now,2024-02-29T00:00:00,2024-02-29T00:00:00,93,0,0.7001014342632552,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,110877822431,sarah_smith,2021-11-19T00:00:00,2022-11-20T00:00:00,925,1,0.19863813054943144,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,814094402143,q7w8e9r0t1y2,2024-05-02T00:00:00,2024-05-02T07:00:00,30,0,0.8181849320508061,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,601698742108,chris_builds,2018-09-28T00:00:00,2020-01-27T00:00:00,2073,1,0.009273642563571938,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,234807578624,a8f7d3k9p2,2024-05-26T00:00:00,2024-05-26T00:00:00,6,0,0.8916565745764825,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,119594908565,follow_back_101,2024-05-30T00:00:00,2024-05-30T00:00:00,2,0,0.8407110896181124,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,875304877722,tom_techie,2021-07-05T00:00:00,2022-04-14T00:00:00,1062,1,0.06562782476403012,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,793060460480,bot_account_7,2024-03-20T00:00:00,2024-03-20T00:00:00,73,0,0.7790950471159382,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,199696939309,emma.j,2017-12-27T00:00:00,2018-06-02T00:00:00,2348,1,0.040956768103994734,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,745019083261,9182736450,2024-05-31T00:00:00,2024-05-31T00:00:00,1,0,0.9622520313779404,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,127013987177,journeys_with_kai,2018-03-03T00:00:00,2018-09-30T00:00:00,2282,1,0.22659416810666935,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,808244289979,airdrop_winner99,2024-05-29T00:00:00,2024-05-29T00:00:00,3,0,0.8453588641227405,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,184944130794,free_followers_now,2024-05-30T00:00:00,2024-05-30T00:00:00,2,0,0.7847975642311444,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,830717827080,the_real_sam,2021-11-28T00:00:00,2023-01-05T00:00:00,916,1,0.08855989573914042,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,208142309372,b.scott.official,2021-07-13T00:00:00,2021-08-03T00:00:00,1054,1,0.028604573872742678,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,487905571789,fit_jessica,2023-05-10T00:00:00,2023-05-11T00:00:00,388,1,0.034685659636265104,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,762299766103,code_master,2019-11-17T00:00:00,2020-01-14T00:00:00,1658,1,0.23462237542750228,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,656486068932,paul_runs,2018-08-23T00:00:00,2019-01-21T00:00:00,2109,1,0.07643140426427877,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,756618780799,user8374629,2024-04-27T00:00:00,2024-04-27T16:00:00,35,0,0.7403163714225331,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,372011408300,9182736450,2023-12-06T00:00:00,2023-12-06T00:00:00,178,0,0.8443930809598524,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,742752451209,mike_2023,2023-06-28T00:00:00,2023-11-25T00:00:00,339,1,0.13837758260241942,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,120158741091,get_rich_88,2024-05-17T00:00:00,2024-05-18T04:00:00,15,0,0.7990244504364534,"suspicious_username,no_avatar",warned,1
2024-06-01T00:00:00,1234567890,Community Hub,582073040635,real_human_01234,2023-12-17T00:00:00,2023-12-17T00:00:00,167,0,0.70794618982452,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,269832784903,earn_fast_2024,2024-05-27T00:00:00,2024-05-27T00:00:00,5,0,0.9859464214925435,"new_account,no_avatar,rapid_join",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,831458414465,free_follower_bot,2024-02-20T00:00:00,2024-02-20T00:00:00,102,0,0.7643817010484011,"dormant_bot,pattern_mismatch",flagged,1
2024-06-01T00:00:00,1234567890,Community Hub,737310053841,code_master,2022-04-08T00:00:00,2023-01-15T00:00:00,785,1,0.1123605490796353,,none,0
2024-06-01T00:00:00,1234567890,Community Hub,392919910060,zz_promo_zz,2024-06-01T00:00:00,2024-06-01T00:00:00,0,0,0.8814795910198326,"new_account,no_avatar,rapid_join",flagged,1
